no,area,name,disease,grade,lat,log,img
328,양주시,아산장편한내과의원,고혈압,1등급,37.795539096,127.08094993,1.JPG
329,의정부시,아이맘소아청소년과의원,고혈압,1등급,37.755403288,127.11289651,2.JPG
330,수원시,아이사랑의원,고혈압,1등급,37.239245681,127.05553416,3.JPG
331,안성시,아이웰빙의원,고혈압,1등급,37.008215687,127.27001781,4.JPG
332,성남시,안기완내과의원,고혈압,1등급,37.351008316,127.10968529,5.JPG
333,안산시,안산의료복지사회적협동조합새안산상록의원,고혈압,1등급,37.293263578,126.86307133,6.JPG
334,성남시,아이비의원,고혈압,1등급,37.450220034,127.16384635,7.JPG
335,광주시,아이웰빙의원,고혈압,1등급,37.393612647,127.23304034,8.JPG
336,수원시,아주하나내과의원,고혈압,1등급,37.302067904,127.00917571,9.JPG
337,안산시,안리숙내과의원,고혈압,1등급,37.287098055,126.85363273,10.JPG
338,안산시,"안산의료복지사회적협동조합 새안산의원",고혈압,1등급,37.329176031,126.84684736,11.JPG
339,남양주시,안상용내과의원,고혈압,1등급,37.656831009,127.17836629,12.JPG
340,안성시,안성연세의원,고혈압,1등급,37.000994693,127.17433121,13.JPG
341,안성시,안성의료복지사회적협동조합서안성의원,고혈압,1등급,36.998492905,127.17211248,14.JPG
342,안성시,안성한주의원,고혈압,1등급,37.004830001,127.26898358,15.JPG
343,안산시,안승찬내과의원,고혈압,1등급,37.311982513,126.83229713,16.JPG
344,안양시,안양명내과의원,고혈압,1등급,37.402693517,126.91056349,17.JPG
345,안양시,안양세종의원,고혈압,1등급,37.407360065,126.89890147,18.JPG
346,평택시,안정우리들의원,고혈압,1등급,36.96141822,127.04653902,19.JPG
347,남양주시,안종훈내과의원,고혈압,1등급,37.651836414,127.30818249,20.JPG
348,부천시,앤(N)서울신경외과의원,고혈압,1등급,37.501563242,126.76910172,1.JPG
349,하남시,양내과의원,고혈압,1등급,37.53829319,127.20425874,2.JPG
350,포천시,양문서울의원,고혈압,1등급,37.999787797,127.24229924,3.JPG
351,양평군,양수우리의원,고혈압,1등급,37.544377375,127.3183803,4.JPG
352,이천시,양정분산부인과의원,고혈압,1등급,37.276131819,127.4471811,5.JPG
353,양주시,양주새롬의원,고혈압,1등급,37.824447784,126.98420916,6.JPG
354,파주시,양철수비뇨기과의원,고혈압,1등급,37.856664576,126.78556342,7.JPG
355,여주시,여주아산내과의원,고혈압,1등급,37.297136478,127.63668858,8.JPG
356,여주시,여주영상의학과의원,고혈압,1등급,37.29125023,127.63550019,9.JPG
357,여주시,여주의원21세기,고혈압,1등급,37.29735276,127.63330693,10.JPG
358,수원시,연무제일의원,고혈압,1등급,37.29390255,127.02592268,11.JPG
359,김포시,연세가정의원,고혈압,1등급,37.597418188,126.72321376,12.JPG
360,파주시,연세가정의학과의원,고혈압,1등급,37.760199823,126.77565519,13.JPG
361,남양주시,연세가정의학과의원,고혈압,1등급,37.658723119,127.17831408,14.JPG
362,광명시,연세가정의학과의원,고혈압,1등급,37.478428655,126.85446274,15.JPG
363,의정부시,연세가정의학과의원,고혈압,1등급,37.726129509,127.04632597,16.JPG
364,성남시,연세김내과의원,고혈압,1등급,37.371593014,127.13934938,17.JPG
365,의정부시,연세김내과의원,고혈압,1등급,37.746898079,127.04199249,18.JPG
366,구리시,연세내과의원,고혈압,1등급,37.599063167,127.14276451,19.JPG
367,안양시,연세내과의원,고혈압,1등급,37.404746926,126.90943153,20.JPG
368,수원시,연세내과의원,고혈압,1등급,37.255850672,127.07464082,1.JPG
369,수원시,연세내과의원,고혈압,1등급,37.298036148,126.97081721,2.JPG
370,광주시,연세능골의원,고혈압,1등급,37.34370795,127.17923762,3.JPG
371,부천시,연세메디칼의원,고혈압,1등급,37.478900458,126.80721568,4.JPG
372,부천시,연세비젼의원,고혈압,1등급,37.484540968,126.81291073,5.JPG
373,고양시,연세삼육오매일의원,고혈압,1등급,37.682736668,126.79078779,6.JPG
374,수원시,연세세브란스의원,고혈압,1등급,37.296929079,127.03022064,7.JPG
375,군포시,연세속시원의원,고혈압,1등급,37.357532415,126.93337421,8.JPG
376,수원시,연세아이웰의원,고혈압,1등급,37.250182646,127.03464467,9.JPG
377,안양시,연세우리내과의원,고혈압,1등급,37.393023507,126.98013844,10.JPG
378,양주시,연세원내과의원,고혈압,1등급,37.796116486,127.07975839,11.JPG
379,평택시,연세원내과의원,고혈압,1등급,36.99596411,127.08339415,12.JPG
380,하남시,연세웰소아청소년과의원,고혈압,1등급,37.547923703,127.21005581,13.JPG
381,부천시,연세의원,고혈압,1등급,37.491151784,126.79030171,14.JPG
382,수원시,연세의원,고혈압,1등급,37.280900656,127.0263923,15.JPG
383,오산시,연세정의원,고혈압,1등급,37.153667308,127.06880308,16.JPG
384,남양주시,연세제일내과의원,고혈압,1등급,37.608557629,127.15861492,17.JPG
385,안산시,연세조내과의원,고혈압,1등급,37.297011442,126.86273732,18.JPG
386,성남시,연세편한내과의원,고혈압,1등급,37.440027525,127.14443413,19.JPG
387,포천시,연세푸른의원,고혈압,1등급,37.825950828,127.14364596,20.JPG
388,수원시,연세해맑은소아청소년과의원,고혈압,1등급,37.245630786,126.96548586,1.JPG
389,안양시,연소아청소년과의원,고혈압,1등급,37.404859173,126.9659264,2.JPG
390,연천군,연천고려의원,고혈압,1등급,38.101577552,127.07531171,3.JPG
391,김포시,연합한강내과의원,고혈압,1등급,37.643712399,126.62677635,4.JPG
392,의정부시,열린메디의원,고혈압,1등급,37.746792238,127.03440179,5.JPG
393,평택시,열린성모외과의원,고혈압,1등급,37.076570389,127.05670349,6.JPG
394,부천시,영진연합의원,고혈압,1등급,37.492675856,126.79107762,7.JPG
395,양평군,예사랑의원,고혈압,1등급,37.484163893,127.59344709,8.JPG
396,용인시,예일내과의원,고혈압,1등급,37.271152808,127.10738516,9.JPG
397,남양주시,오남이비인후과의원,고혈압,1등급,37.679276869,127.2099784,10.JPG
398,군포시,오내과의원,고혈압,1등급,37.357532415,126.93337421,11.JPG
399,화성시,오내과의원,고혈압,1등급,37.215165724,127.04358657,12.JPG
400,수원시,오내과의원,고혈압,1등급,37.250882301,127.06524698,13.JPG
401,광명시,오내과의원,고혈압,1등급,37.468542027,126.86721065,14.JPG
402,구리시,오내과의원,고혈압,1등급,37.592030822,127.13909411,15.JPG
403,광명시,오성욱의원,고혈압,1등급,37.453383168,126.88896004,16.JPG
404,평택시,오제호내과의원,고혈압,1등급,37.081598729,127.05572861,17.JPG
405,광주시,오포서울의원,고혈압,1등급,37.360255236,127.15652015,18.JPG
406,연천군,왕편한내과의원,고혈압,1등급,38.027482852,127.06700419,19.JPG
407,용인시,용인아산내과의원,고혈압,1등급,37.23521373,127.20835192,20.JPG
408,고양시,우리가정의학과의원,고혈압,1등급,37.633494588,126.83267512,1.JPG
409,용인시,우리내과의원,고혈압,1등급,37.296027305,127.1520699,2.JPG
410,수원시,우리내과의원,고혈압,1등급,37.300896068,127.01550309,3.JPG
411,화성시,우리내과의원,고혈압,1등급,37.216912506,126.95876273,4.JPG
412,수원시,우리들내과의원,고혈압,1등급,37.253655613,127.01074975,5.JPG
413,안산시,우리들내과의원,고혈압,1등급,37.336035019,126.8115476,6.JPG
414,광명시,우리들의원,고혈압,1등급,37.478872946,126.85671168,7.JPG
415,부천시,우리들의원,고혈압,1등급,37.484510762,126.8165741,8.JPG
416,성남시,우리의원,고혈압,1등급,37.407721463,127.14109782,9.JPG
417,오산시,우리정형외과의원,고혈압,1등급,37.153838738,127.06838672,10.JPG
418,성남시,우리집의원,고혈압,1등급,37.440328487,127.16278558,11.JPG
419,화성시,남양뉴타운외과의원,고혈압,1등급,37.200660418,126.8262176,12.JPG
420,화성시,남양수내과의원,고혈압,1등급,37.209687271,126.81927965,13.JPG
422,안산시,내마음내과의원,고혈압,1등급,37.318592932,126.83646764,15.JPG
423,부천시,내사랑내과의원,고혈압,1등급,37.483704607,126.77788585,16.JPG
424,포천시,내촌열린의원,고혈압,1등급,37.783452266,127.22596829,17.JPG
425,시흥시,녹향의원,고혈압,1등급,37.399303374,126.80029652,18.JPG
426,광명시,누가광명의원,고혈압,1등급,37.462491092,126.87884122,19.JPG
427,파주시,뉴삼성의원,고혈압,1등급,37.771671583,126.77703884,20.JPG
428,부천시,늘편한내과의원,고혈압,1등급,37.529506819,126.78529428,1.JPG
429,남양주시,늘푸른의원,고혈압,1등급,37.577479671,127.2229185,2.JPG
430,여주시,능서현대의원,고혈압,1등급,37.298577366,127.5730566,3.JPG
431,남양주시,다나의원,고혈압,1등급,37.697469171,127.20369065,4.JPG
432,수원시,다솔내과의원,고혈압,1등급,37.269600793,126.97489928,5.JPG
433,성남시,다솜의원,고혈압,1등급,37.447242098,127.13884251,6.JPG
434,구리시,닥터김의원,고혈압,1등급,37.594343071,127.14934569,7.JPG
435,수원시,닥터반마취통증의학과의원,고혈압,1등급,37.2749318,127.04178089,8.JPG
436,김포시,대곶삼성의원,고혈압,1등급,37.650546036,126.58267361,9.JPG
437,군포시,대야미중앙의원,고혈압,1등급,37.327617235,126.91745902,10.JPG
438,포천시,더건강한내과의원,고혈압,1등급,37.896329059,127.20188757,11.JPG
439,고양시,더조은내과의원,고혈압,1등급,37.667238906,126.80037522,12.JPG
440,남양주시,덕소제일의원,고혈압,1등급,37.587259064,127.2159503,13.JPG
441,양주시,덕정의원,고혈압,1등급,37.845561339,127.06234727,14.JPG
442,시흥시,도일의원,고혈압,1등급,37.344169827,126.7847242,15.JPG
443,용인시,동백내과의원,고혈압,1등급,37.27746538,127.15270979,16.JPG
444,남양주시,동부정형외과의원,고혈압,1등급,37.608785248,127.16356453,17.JPG
445,남양주시,동서울의원,고혈압,1등급,37.633779911,127.20888912,18.JPG
446,용인시,동서의원,고혈압,1등급,37.14022746,127.19687353,19.JPG
447,화성시,동탄수내과의원,고혈압,1등급,37.200218254,127.11313328,20.JPG
448,성남시,두진웅가정의학과의원,고혈압,1등급,37.447053589,127.13823192,1.JPG
449,성남시,라임의원,고혈압,1등급,37.457193472,127.16406474,2.JPG
450,의왕시,롯데정내과의원,고혈압,1등급,37.379587499,126.97164061,3.JPG
451,김포시,리더스의원,고혈압,1등급,37.62380089,126.69861359,4.JPG
452,남양주시,마상인내과의원,고혈압,1등급,37.707826803,127.11909733,5.JPG
453,화성시,마음담은내과의원,고혈압,1등급,37.209689193,127.06094351,6.JPG
454,안산시,마음속내과의원,고혈압,1등급,37.301257191,126.86437617,7.JPG
455,성남시,맑은샘서울내과의원,고혈압,1등급,37.378035664,127.11302041,8.JPG
456,수원시,매현가정의학과의원,고혈압,1등급,37.255820732,127.04250376,9.JPG
457,부천시,메디의원,고혈압,1등급,37.471010528,126.8089093,10.JPG
458,성남시,메디파크내과의원,고혈압,1등급,37.35050632,127.10679528,11.JPG
459,용인시,명가정의학과의원,고혈압,1등급,37.335565859,127.10860272,12.JPG
460,평택시,명내과의원,고혈압,1등급,37.059787832,127.06647316,13.JPG
461,수원시,명성의원,고혈압,1등급,37.294733689,126.99961135,14.JPG
462,수원시,큰사랑의원,고혈압,1등급,37.278761448,127.04091464,15.JPG
463,고양시,탄현수내과의원,고혈압,1등급,37.691901778,126.76374358,16.JPG
464,안양시,태림내과의원,고혈압,1등급,37.401801262,126.89937221,17.JPG
465,화성시,태안내과의원,고혈압,1등급,37.21455358,127.04191887,18.JPG
466,부천시,신경철내과의원,고혈압,1등급,37.495486796,126.79099052,19.JPG
467,성남시,신구의원,고혈압,1등급,37.445382644,127.16312406,20.JPG
468,의정부시,신승용내과의원,고혈압,1등급,37.736405303,127.08720678,1.JPG
469,수원시,신영통삼성내과의원,고혈압,1등급,37.239578705,127.05633454,2.JPG
470,시흥시,신천한솔의원,고혈압,1등급,37.437238128,126.78644303,3.JPG
471,의정부시,심승식내과의원,고혈압,1등급,37.723958179,127.04638142,4.JPG
472,의정부시,싱그런한내과의원,고혈압,1등급,37.726180045,127.05501481,5.JPG
473,고양시,아름드리소아청소년과의원,고혈압,1등급,37.629270509,126.86875421,6.JPG
474,안산시,명성의원,고혈압,1등급,37.343143252,126.80558226,7.JPG
475,의정부시,명의원,고혈압,1등급,37.7342393,127.07943346,8.JPG
476,성남시,모란연세의원,고혈압,1등급,37.432835235,127.1306249,9.JPG
477,안산시,모아내과의원,고혈압,1등급,37.318645417,126.83535065,10.JPG
478,구리시,무지개연합의원,고혈압,1등급,37.61269716,127.14087597,11.JPG
479,구리시,문가정의원,고혈압,1등급,37.590117988,127.13356529,12.JPG
480,시흥시,문소아과의원,고혈압,1등급,37.442407063,126.80010127,13.JPG
481,하남시,문중돈내과의원,고혈압,1등급,37.541376737,127.2082273,14.JPG
482,파주시,문환철내과의원,고혈압,1등급,37.743734596,126.80819979,15.JPG
483,성남시,미금성모의원,고혈압,1등급,37.349510936,127.11154539,16.JPG
484,김포시,미더스메디칼의원,고혈압,1등급,37.653569235,126.62686262,17.JPG
485,고양시,미래내과의원,고혈압,1등급,37.726095501,126.84548528,18.JPG
486,시흥시,미래연합의원,고혈압,1등급,37.407104576,126.78427078,19.JPG
487,안산시,미래연합의원,고혈압,1등급,37.330141515,126.82848746,20.JPG
488,시흥시,미소내과의원,고혈압,1등급,37.378499165,126.78513288,1.JPG
489,의정부시,미소랑의원,고혈압,1등급,37.724706178,127.04582605,2.JPG
490,수원시,미앤미의원,고혈압,1등급,37.25323659,127.03664106,3.JPG
491,수원시,민가정의학과의원,고혈압,1등급,37.268843821,126.97444859,4.JPG
492,양주시,"바른본 정형외과의원",고혈압,1등급,37.81847683,127.09397808,5.JPG
493,시흥시,바른정형외과의원,고혈압,1등급,37.363800021,126.73111568,6.JPG
494,안양시,박가정의원,고혈압,1등급,37.36375389,126.96236817,7.JPG
495,안양시,박내과의원,고혈압,1등급,37.38947385,126.95216879,8.JPG
496,수원시,박동준내과의원,고혈압,1등급,37.276401821,127.03744067,9.JPG
497,남양주시,박소아청소년과의원,고혈압,1등급,37.64653203,127.30377571,10.JPG
498,광명시,박영웅의원,고혈압,1등급,37.480599667,126.86923522,11.JPG
499,군포시,박정민신경과의원,고혈압,1등급,37.36072133,126.9322312,12.JPG
500,의정부시,박정희내과의원,고혈압,1등급,37.737960073,127.04354204,13.JPG
501,고양시,박지훈내과의원,고혈압,1등급,37.678963946,126.76373977,14.JPG
502,수원시,아산탑내과의원,고혈압,1등급,37.27509705,126.97484087,15.JPG
503,성남시,아산하나의원,고혈압,1등급,37.43730683,127.158508,16.JPG
504,용인시,박홍수내과의원,고혈압,1등급,37.236942763,127.20889755,17.JPG
505,수원시,박희붕외과의원,고혈압,1등급,37.26151889,127.02945255,18.JPG
